,company,description,est_salary,exp_lvl,link,location,post_time,real_salary_lower,real_salary_upper,title
1889,Stride Search,"OurInnovation Centeris currently seeking Senior Data Scientists to join our rapidly growing team.We area startup within an enterprise, focused on applied...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=0380b5586c39176c&fccid=8cb287d0f4046b2f,"Palo Alto, CA",2 days ago,,,Sr. Machine Learning Engineer
1890,Noblis,"The Chief Scientist has the following responsibilities:. As part of the Office of Chief Scientist program office team, the Sr....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=7691b012a620cb2f&fccid=05d6cb8b919478a9,United States,2 days ago,,,Senior Project Management Office Associate
1891,WuXi AppTec,"Assist in troubleshooting issues with data analysis, partnering with the assigned study directors. As a ﻿Senior Scientist (Viral Clearance) you will be...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=5801e833809f24b7&fccid=34b29210c02ce03f,"Philadelphia, PA 19112 (Marconi Plaza-Packer Park area)",2 days ago,,,Senior Scientist (Viral Clearance)
1892,OnPoint,Data discovery techniques; The successful candidate for the Senior Business Intelligence Developer/Data Scientist position must have direct experience...,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=2b9f447c18ba45dd&fccid=8524d30bbfaa4720,"Arlington, VA",2 days ago,,,Senior Business Intelligence Developer with Security Clearance
1893,ProV International,Senior Data Scientist*. Data Scientist who also analyses background*. Data Scientist with focus on risk domain*....,120000.0,senior_level,http://www.indeed.com/cmp/ProV/jobs/Senior-Data-Scientist-016bf7833ccdaf66?r=1&fccid=7db666f698e22098,"Tampa, FL 33607 (Carver City area)",3 days ago,,,Senior Data Scientist
1894,CAPCO,Capco is looking for Senior Data Scientists. And rewarding role as a Senior Data Scientist. A team of data scientists and work with business sponsors and...,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=8cae567ad5107fe6&fccid=c2a63affe8751868,"New York, NY 10271 (Financial District area)",3 days ago,,,Senior Data Scientist
1895,SDL,"Advise data strategy with respect to selection of input data sources, data elements, and database design....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=41b92caf05fa1f34&fccid=1d7aed1757bee35b,"Seattle, WA 98199 (Magnolia area)",3 days ago,,,Director of Data Science
1896,Leidos,"Demonstrated experience performing data assessment, data engineering, modeling and analytics to enable new methodologies for end user analysts, data scientists,...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=9a1d0e8d5a3bd6fc&fccid=8765a4045377753a,"McLean, VA",3 days ago,,,Data Engineering Lead
1897,Teva Pharmaceuticals,"Scientist, Upstream Process Development. Experience in applying advanced data analysis techniques (e.g. Multivariate data analysis) and computational tools...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=83526501170ad339&fccid=898362c5e54ec4c7,"West Chester, PA",3 days ago,,,Sr. Scientist – Upstream Development & Operations
1898,Verizon,"Working with a data scientist, you’ll also ensure the teams are collecting and analyzing the usage data to determine abnormality....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=0d54f6bfe1f99467&fccid=f7029f63fe5c906e,"Basking Ridge, NJ 07920",3 days ago,,,Senior Security Engineer
1899,Blippar,"Work with data product manager, data scientists and other data engineers to refine product concepts and implement the data modelling needed to turn them into...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=c95b6498ad632127&fccid=433b0e9bdbd55210,"San Francisco, CA",5 days ago,,,Senior Data Engineer
1900,AdRoll,"Experience with manipulating large data sets. We like to think of Data Science Engineering as a ""startup within AdRoll.""....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=d95846d4ebff03d4&fccid=68f5be930e4e6c75,"San Francisco, CA 94103 (South Of Market area)",5 days ago,,,Senior Data Scientist
1901,"The Catalyst Group, LLC",Support the creation and maintenance of a single interpretation of global safety data for defined product in development....,120000.0,senior_level,"http://www.indeed.com/cmp/SciStaff-Services,-LLC/jobs/Director-8b58d37b877bdf93?r=1&fccid=e1990836756af55e","San Diego, CA",5 days ago,,,"Director, Safety Scientist (16-00054)"
1902,General Motors,Artificial Intelligence Computer Scientist. Modeling data abstractions employing multiple non-linear mathematical and statistical modeling approaches....,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=a78ff7d30e71d6b1&fccid=116680a29a847a70,"Warren, MI",5 days ago,,,Sr. Artificial Intelligence Computer Scientist
1903,Kaiser Permanente,Substantial experience and success leading multidisciplinary groups of scientists. Acknowledgement of the potential importance of Kaiser Permanente’s data...,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=c2ce2efa856e82c2&fccid=48ecd526e3aa3225,"Portland, OR",5 days ago,,,"Vice President, Health Research and Director, Center for Health Research -- Northwest and Hawaii"
1904,"Aviall, Inc.","Data Scientist will collaborate with Boeing. Complex, high-volume, high-dimensionality data from. Interest in data sciences, product quality, intellectual....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=cbc6ee3e30d831d0&fccid=9d12475b6cfc0b73,"Irving, TX 75063",6 days ago,,,Sr. Data Scientist
1905,"Amazon Web Services, Inc.",DynamoDB is looking for a Research Scientist who would help propel DynamoDB to new levels of profitability while safeguarding customer data as a top priority....,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=20a035e31a3e5d81&fccid=fe2d21eef233e94a,"Palo Alto, CA",6 days ago,,,Applied Scientist
1906,Aol,"Performs all data science lifecycle activities, including data cleansing, ETL, feature engineering, model development and performance evaluation....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=a091dd9c79dba4f8&fccid=68c5ed95bc628f29,"Boston, MA",6 days ago,,,Senior/Principal Data Scientist
1907,Management Sciences for Health,The Senior Data Scientist & Analytics Developer will lead development and execution of PHT’s approach to analyzing and managing its data....,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=ead6c8879110bac0&fccid=dddcee3d43175ddf,"Arlington, VA 22203 (Bluemont area)",6 days ago,,,Senior Data Scientist & Analytics Developer
1908,"Illumina, Inc.","Strong data analysis skills, ability to interpret and draw conclusions from large amounts of data. Experience with design of experiment (DOE) methodologies and...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=1406c867f2de2ae2&fccid=8524239b088a6649,"San Diego, CA",6 days ago,,,Staff Scientist
1909,Cambridge Consultants Ltd,"Leading world class product development teams - Cambridge Consultants employs over 450 of the world's best engineers, scientists and designers....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=947e929292d71bcb&fccid=dee4e12ec7e5a163,"Boston, MA",6 days ago,,,Senior Consultant System Architect - Connected Devices
1910,Ball Aerospace,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=4a0c75fcf98e384f&fccid=82c5e27e77990fa2,"Los Angeles, CA",6 days ago,,,Senior Mission Architect (659694)
1911,Mode,"Analysts and Data Scientists use Mode to analyze data, build visualizations, and share work with colleagues. Data analysis is plagued by a fundamentally flawed...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=e47b621ffed6f36c&fccid=91bbe5abd5c92a78,"San Francisco, CA",6 days ago,,,Senior Site Reliability Engineer
1912,Pfizer Inc.,Interpretation of analytical data to drive synthetic experimental plans and ability to utilize electronic tools (such as electronic notebook) to document...,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=74c8bc32590db7c2&fccid=5e118f74384e090a,"Groton, CT 06340",6 days ago,,,Process Chemist: Senior Scientist
1913,-,"Also interfaces withClinical Vaccine management &Serology (CVM), Core Project Team (CoreProject Manager), Business Operations, Data Management, Biostatistics...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=b7e9b62c180c2d59&fccid=ce783271e420d14a,"Cambridge, MA",6 days ago,,,Senior Global Clinical Operations Lead (Snr GCOL) - Seqirus
1914,Apple,"Develop new tools, capabilities and infrastructure to improve how data scientists conduct data analysis and model research....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=9a169d36c80a9f56&fccid=c1099851e9794854,"Austin, TX",8 days ago,,,Data Science Engineer
1915,Microsoft,"We are looking for an applied data scientist who is passionate about applying data mining techniques to gain key insights that drive our acquisition,...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=3f4e5e82577dd8ec&fccid=734cb5a01ee60f80,"Redmond, WA 98052",9 days ago,,,Senior Data Scientist
1916,Allstate Insurance,Collaborate with business analysts and data scientists in eliciting and articulating solution requirements....,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=50e5535ccc8ce6bc&fccid=3a71a4d2f7990a25,"Irving, TX 75015",8 days ago,,,Big Data and Analytics Systems Analyst
1917,Cognizant,The Senior Data Scientist will also explore. The Senior Data Scientist will apply their knowledge of advanced....,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=f80456c1deaa4cb1&fccid=2df6a1e69a70a1e7,"Bridgewater, NJ",7 days ago,,,Senior Data Scientist
1918,Boehringer Ingelheim,Requirements Principal Scientist:. Conduct targeted experiments at lab and pilot scales to generate data for model refinement and validation....,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=cd2592ea48ceba28&fccid=6902b1131240791f,"Ridgefield, CT",8 days ago,,,Prin.Sci/SR Sci- Material Characterization and Computational Modeling
1919,Booz Allen Hamilton,"Perform as a data scientist with a focus on computer science to apply knowledge of and expertise in distributed, scalable Big Data store, including Accumulo,...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=a66330a988a118ac&fccid=4e041af1d0af1bc8,"Springfield, VA",10 days ago,,,"Data Scientist, Senior"
1920,Express,"The role requires close partnership and collaboration with the organization’s Data Governance Leader, Data Scientist, Business and Data Analysts to create a...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=889880f23019eaa2&fccid=0fa1d6f1f7b2b6a5,"Columbus, OH",7 days ago,,,Data Architect
1921,Boehringer Ingelheim,Principal Scientist Requirements:. Senior Principal Scientist Requirements:. And carefully evaluating and interpreting data....,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=b220bc25edc1e194&fccid=6902b1131240791f,"Ridgefield, CT",8 days ago,,,"Senior Principal Scientist/Principal Scientist, Nonclinical DMPK"
1922,Walmart eCommerce,"Recruit, develop, and lead a team of 10-30 data scientists and business analysts. Remain current on solutions in the data and analytics space....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=c598c9e274e5d889&fccid=8c49e99f20f89e48,"San Bruno, CA 94066",7 days ago,,,"Senior Director, Marketing - Site & Analytics"
1923,Cognizant,"Scientists and designers. With close-knit teams comprised of strategists, creative technologists, data. And data analytics can bring a sense of ease, awareness...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=88179381df0a17b6&fccid=2df6a1e69a70a1e7,"New York, NY",12 days ago,,,Experience Strategist
1924,Resource Technology Partners,Their hottest need right now is for a Senior Data Scientist. Experience with Hadoop and related Big Data technologies....,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=791c899d119bbbb0&fccid=0a4146cb07c08af8,"Boston, MA",8 days ago,,,Sr. Data Scientist
1925,CDK Global,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=8f9edc2e453ffd9c&fccid=cf4c744760f4998e,"Seattle, WA",13 days ago,,,"Director, HR Business Partner"
1926,AIG,"Coordinate with PPM teams, Data team, Shanghai Analytics Center and Bangalore COE to complete each steps. Minimum 7 years of experience in data science and...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=662ce5b07140b249&fccid=9a92a4bf81326e1e,"New York, NY",7 days ago,,,Director of Predictive Modeling
1927,Umpqua Bank,"5-8 years in banking or financial services as a Data Scientist, Statistician, Quantitative Risk Analyst, Model Developer, Model Validator, or similar....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=976aa09e5f04d674&fccid=14771eef3e48e5c2,"Portland, OR",9 days ago,,,Senior Model Risk Analyst - Portland
1928,Capital One,"They are able to contribute as a designer from end-to-end on projects, which means they are comfortable as researchers, data scientists, strategists, and...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=b2f60ad13a9cee21&fccid=b85c5070c3d3d8c8,"New York, NY",8 days ago,,,Lead Product Designer
1929,Booz Allen Hamilton,"Perform as a data scientist with a focus on computer science to apply knowledge of and expertise in distributed, scalable Big Data store, including Accumulo,...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=552ce1093c339a18&fccid=4e041af1d0af1bc8,"Springfield, VA",10 days ago,,,"CS Data Scientist, Senior"
1930,MACK Technology Partners,This person will be responsible for providing technical leadership and guidance to senior level data scientists as well as work with Knowledge Solutions senior...,120000.0,senior_level,http://www.indeed.com/cmp/Mack-Technology-Partners/jobs/Director-1fc9e64624cc14df?r=1&fccid=b0f5945963ed09ad,"St. Louis, MO",7 days ago,,,"DIrector, Market Advanced Analytics"
