,company,description,est_salary,link,location,post_time,real_salary_lower,real_salary_upper,title
235,Novartis Pharmaceuticals,"Identifies opportunity and integrates Statistical Methodology where necessary, make sure that the Core Analytics team (biometrician, data management, database...",150000.0,http://www.indeed.com/rc/clk?jk=10cd6c927f0fa7fc&fccid=c35194d01a9e2595,"East Hanover, NJ 07936",30+ days ago,,,Sr Principal Biostatistician
236,Bloomberg,"Some experience with data science and statistics. Working knowledge of Kafka, Spark, Storm, Hadoop, and other data engineering tools....",150000.0,http://www.indeed.com/rc/clk?jk=8cd0913482dbca78&fccid=f770da67b3b51c62,"New York, NY",30+ days ago,,,Infrastructure Security Architect
237,AbbVie,"More than 1,000 AbbVie scientists, clinicians, and product developers with strong entrepreneurial roots work across these three sites....",150000.0,http://www.indeed.com/rc/clk?jk=7e8c30a7f723cc6c&fccid=a3b51ece17c02aae,"San Francisco, CA",30+ days ago,,,"Medical Director, Product Safety Leader (Oncology)"
238,The Bivium Group,"Systems software, compilers, data structures. Front-end web, user interface development, data visualization. Jamie is a top ranked technical recruiter in Boston...",150000.0,http://www.indeed.com/rc/clk?jk=5a2779f9936f0048&fccid=e4fba35e1090d474,"Boston, MA",30+ days ago,100000.0,200000.0,"Software Engineers (jr and sr) High Frequency Trading startup, HUGE Comp, no finance exp required"
239,"NextDeavor, Inc.",Data analysis and statistics. Ad hoc data analysis as well as production quality data analysis code. We are looking to build our Data Science team....,150000.0,http://www.indeed.com/rc/clk?jk=c529ef7c4cce771b&fccid=2a9b76f163743e67,"Mountain View, CA 94041",30+ days ago,150000.0,,Sr. Data Scientist
240,Amino,Big data optimization. 2-4 years of leading data science teams that ship products to market where data is a core component. We have a vast data set:....,150000.0,http://www.indeed.com/rc/clk?jk=39fa929e40eca9f7&fccid=7be6fa6a7f229d72,"San Francisco, CA",30+ days ago,,,Head of Data Science
241,Databricks,"Databricks provides a just-in-time data platform, to simplify data integration, real-time experimentation, and robust deployment of production applications....",150000.0,http://www.indeed.com/rc/clk?jk=943eb3886083094d&fccid=3d0f7ba22a49432f,"San Francisco, CA",30+ days ago,,,Software Engineer - Machine Learning
242,Hirewell,"Data skills, whether relating to data size, speed requirements, complexity, inconsistency, etc. Web services & data transport mechanisms....",150000.0,http://www.indeed.com/rc/clk?jk=99d219d30299a139&fccid=55a807200001a772,"Evanston, IL",30+ days ago,150000.0,,Data Scientist
243,Sentient,"Good understanding of data movement and fault tolerance. Combining evolutionary computation, deep learning and other AI techniques, running on one of the world...",150000.0,http://www.indeed.com/rc/clk?jk=aa4b5926e4bfe6b4&fccid=6787fdf50ed71fcd,"San Francisco, CA",30+ days ago,,,Java Engineer - Machine Learning Platform
244,"NextDeavor, Inc.",Work closely with a team of data scientists to productize machine learning algorithms. Our real-time SaaS platform leverages data and analytics to bring new...,150000.0,http://www.indeed.com/rc/clk?jk=615b168e91c68f1b&fccid=2a9b76f163743e67,"Mountain View, CA 94041",30+ days ago,150000.0,,Tech Lead Full-Stack Engineer
245,Honeywell,"You will provide strategic direction and guidance to a team of Data Scientists, Data Architects and Data Engineers in using machine-learning techniques and...",150000.0,http://www.indeed.com/rc/clk?jk=852d353d69f490ae&fccid=50208b5bf45ee3b8,"Phoenix, AZ",30+ days ago,,,Director Data Science & Analytics
246,Averity,Data visualization skills. Are you a talented Data Scientist that wants a vital role in growing one the best video platforms on the market?...,150000.0,http://www.indeed.com/rc/clk?jk=1b4ecdd51e78ceb6&fccid=39407476605079e0,"New York, NY",30+ days ago,150000.0,,Data Scientist at Video Software Company
247,Visa,"The candidate will work directly with our customers including Decision Scientists, Data Analysts, Business Leaders and Development teams....",150000.0,http://www.indeed.com/rc/clk?jk=2b095365a65f35f3&fccid=a3f737e511d9fc8c,"Foster City, CA",30+ days ago,,,Chief Systems Architect
248,Oracle,We are looking for a senior data scientist with domain expertise in Financial crime and compliance analytics to lead the platform data sciences thrust....,150000.0,http://www.indeed.com/rc/clk?jk=7ca64a32ca29fcde&fccid=cd22d01053af7669,United States,30+ days ago,,,Senior Data Scientist - Financial Services Analytics
249,MONSANTO,"As part of our diverse, highly dynamic group, you will be driving big data challenges and will lead a team of exceptional data scientists with diverse...",150000.0,http://www.indeed.com/rc/clk?jk=ab87839458cd03a6&fccid=3529500887e40d15,"St. Louis, MO",30+ days ago,,,Data Science Lead
250,SocialCode,Familiarity working with Data Scientists and demonstration of prior experience building data product pipelines....,150000.0,http://www.indeed.com/rc/clk?jk=d40fab4acd38b1e0&fccid=642f21aaeae9a304,"San Francisco, CA",30+ days ago,,,Data Engineer (Labs)
251,SoCal Search Group,"Existing knowledge of BAC/CFC mortgage data (The W, Pysix, Lynx) and credit card data (Bacardi, SBIL). Experience with very large data sets....",150000.0,http://www.indeed.com/cmp/SoCal-Search-Group/jobs/Senior-Quantitative-Financial-Analyst-be05e33c5a7ee051?r=1&fccid=b4f271ebe740698b,"Westlake Village, CA",30+ days ago,160000.0,,Sr Quantitative Financial Analyst\
252,Redfish Technology - High Tech Executive Recruiter...,#21955 Senior Data Scientist- Virtual and Augmented Reality. We are seeking a hands-on Lead Data Scientist to help build the next generation of tools that helps...,150000.0,http://www.indeed.com/rc/clk?jk=8cfe0198b620361b&fccid=87754504f7cd0034,"San Francisco, CA",30+ days ago,,,Senior Data Scientist - Virtual and Augmented Reality
253,3coast,"Provide technical leadership to mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",150000.0,http://www.indeed.com/rc/clk?jk=5ab4282acff304e4&fccid=b8100d49050171d6,"Raleigh, NC",30+ days ago,140000.0,160000.0,Data Scientist
254,Elevate Recruiting Group,Data Analysis Engineer Engineering. Experience with data warehousing solutions. The AppNexus Data Pipeline processes nearly 10 billion log records a day ( > 10...,150000.0,http://www.indeed.com/rc/clk?jk=3f084b0828158d54&fccid=ea0afd5c2a813ac2,"New York, NY",30+ days ago,,,Data Analysis Engineer
255,Jobspring Partners,"Senior Data scientist Job Description. 290 Congress St, Boston, MA 02210Salary....",150000.0,http://www.indeed.com/cmp/Jobspring-Partners/jobs/Senior-Java-Developer-d48f3a41c8655c7b?r=1&fccid=4a2d2fbadf14d480,"Boston, MA 02116 (South End area)",30+ days ago,150000.0,,Senior Java Developer
256,"Amazon Capital Services, Inc.","This role involves managing a growing team of research scientists and data engineers, and is based in Seattle, WA....",150000.0,http://www.indeed.com/rc/clk?jk=90ab25b9a0fcb1af&fccid=fe2d21eef233e94a,"Seattle, WA",30+ days ago,,,Senior Economist
257,FICO,"Big Data Software and Analytic Techniques. Experience with Machine Learning and Data Science projects using open-source tools in Python, R, Java....",150000.0,http://www.indeed.com/rc/clk?jk=da0b462adc1b70af&fccid=2a90b491c8a55d0f,"San Diego, CA",30+ days ago,,,Sr. Principal Scientist (Innovation and Go To Market)
258,L'Oreal USA,Briefs IT or vendors on new data projects to bring data into the L’Oreal data ecosystem. Could have an productive conversation with a data scientist without...,150000.0,http://www.indeed.com/rc/clk?jk=71325f24353aec04&fccid=362244bb2b7edf16,"New York, NY",30+ days ago,,,"L'Oreal USA, Data Activation & DMP Lead"
259,Savi Technology,"We work in small, multi-disciplined teams of product managers, hardware engineers, data engineers, data scientists, application engineers, and devops...",150000.0,http://www.indeed.com/rc/clk?jk=d05e60c74bb1a83c&fccid=0d7d677a7d4902ae,"Alexandria, VA 22304 (Seminary Hill area)",30+ days ago,,,Software Engineer – Big Data/IoT
260,Selby Jennings,Data Scientist/Data Engineer. A well established hedge fund in New York City is looking to bring on a talented data scientist to their data team....,150000.0,http://www.indeed.com/rc/clk?jk=71a812f55f7f69ff&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",30+ days ago,115000.0,200000.0,Data Scientist Hedge Fund New York
261,Citi,"Strong programming skills and familiarity with data base and statistics programming tools. United States,New York,New York....",150000.0,http://www.indeed.com/rc/clk?jk=2fd19227de5ab6f2&fccid=5bcd1ef0a7f4fb99,"New York, NY",30+ days ago,,,"VP, Liquidity Risk Quantitative Analyst"
262,EverString,"Collaborating with product managers, data scientists, and lead engineers to develop technical design specifications....",150000.0,http://www.indeed.com/cmp/EverString/jobs/Architect-7f4dd62c46e0dba1?r=1&fccid=ae8a39ab3213e057,"San Mateo, CA 94404",30+ days ago,,,Architect
263,Selby Jennings,Capable of managing large data sets. Quantitative Researcher – Big Data and Machine Learning. 3-5 years of experience with machine learning and big data...,150000.0,http://www.indeed.com/rc/clk?jk=4d2ff98b9b8fbbb2&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",30+ days ago,125000.0,175000.0,Quantitative Researcher – Big Data and Machine Learning
264,Reed Elsevier,"A global company based in Amsterdam, Elsevier partners with scientists, researchers, healthcare providers, educators and decision-makers in academic...",150000.0,http://www.indeed.com/rc/clk?jk=791cd555fa9d6e25&fccid=f7a0f0e88ce3d78e,"Philadelphia, PA",30+ days ago,,,Sr. Director Strategy & Business Development
265,MUFG,Ensure data processes are sound through quality control checks of key source systems and technology framework....,150000.0,http://www.indeed.com/rc/clk?jk=8c0db2faf14bc3e0&fccid=3b98171e4a0fd997,"New York, NY",30+ days ago,,,"Counterparty Credit Risk Senior Quantitative Analyst, Vice President"
266,Jobspring Partners,"Strong communication and ability to collaborate with designers, data scientists, etc. You will collaborate with designers and data scientists to create fluid...",150000.0,http://www.indeed.com/rc/clk?jk=85991c3992cc1ac4&fccid=4a2d2fbadf14d480,"San Jose, CA 95113 (Downtown area)",30+ days ago,130000.0,170000.0,UI Engineers - Visualizations
267,Elevate Recruiting Group,"Strong experience with big data sets and NoSQL databases. Having already assembled an exceptionally skilled, diverse and passionate team of developers and data...",150000.0,http://www.indeed.com/rc/clk?jk=6008300df1121057&fccid=ea0afd5c2a813ac2,New York State,30+ days ago,,,Senior Software Lead
268,AIG,"Experience building data visualization layers. Identifying, growing, and supporting Computer Vision research opportunities and initiatives in the Science Team...",150000.0,http://www.indeed.com/rc/clk?jk=ec94396c760086ab&fccid=9a92a4bf81326e1e,"New York, NY",30+ days ago,,,"Algorithm Scientist – Computer Vision, Deep Learning with focus on Risk Management"
269,Consilient Group,"Chief Data Scientist*. The Chief Data Scientist is a critical role in the Consilient team. 89% of firms believe data will revolutionize their industries, only 5...",150000.0,http://www.indeed.com/company/Consilient-Group/jobs/Chief-Data-Scientist-6cdf77baf30566f0?r=1&fccid=9b81b4c1a54e332e,"Seattle, WA",30+ days ago,,,Chief Data Scientist
270,Selby Jennings,Senior Data Scientist. A hedge fund with over 11 billion in AUM in NYC is looking for an experienced Data Scientist with an impressive educational background...,150000.0,http://www.indeed.com/rc/clk?jk=361190e048b54831&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",30+ days ago,100000.0,200000.0,Hedge Fund Data Scientist
271,Access Staffing,"Our client, a global financial services firm in Charlotte, NC is seeking a data scientist to join their team to make a difference within their usage of big data...",150000.0,http://www.indeed.com/rc/clk?jk=4b6f63025ef7eb39&fccid=28912ef34bc6ef48,"Charlotte, NC",30+ days ago,150000.0,,Data Scientist
272,RiverRock Network,"Closely work with big data modelers and scientists. With data technologies, relational and non-relation data store solutions like *Hadoop, MySQL, Cassandra,...",150000.0,http://www.indeed.com/company/RiverRock-Network/jobs/Senior-Hadoop-Administrator-899047d9231a7cde?r=1&fccid=49bb8a9ff6b52577,"San Diego, CA",30+ days ago,160000.0,,Senior Hadoop Administrator
273,Selby Jennings,A Tier One Investment Bank is seeking a Quantitative Analyst to be part of their Market Risk group. This team extremely high performing and the firm in,150000.0,http://www.indeed.com/rc/clk?jk=343cef1f3b0db021&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",30+ days ago,110000.0,190000.0,Quantitative Analyst for Market Risk Team at Tier One Investment Bank
274,"Numeric, LLC","Motivating and mentoring a team of behavioural economists, data scientists and modellers to grow their skills and careers....",150000.0,http://www.indeed.com/rc/clk?jk=26eea11955f32c19&fccid=2893f3c7c06e1e85,"New York, NY",30+ days ago,,,Head of Decision Sciences
275,Sogeti,Sogeti is seeking a Big Data Architect who can lead and provide Big Data and Analytics expertise in the Big Data & Emerging technologies space....,150000.0,http://www.indeed.com/rc/clk?jk=eecfb636d0a1dd2e&fccid=2083e3d4c1b62f16,"Cincinnati, OH",30+ days ago,,,Big Data Architect
276,WinCorp Solutions,"Performing data extraction, transformation and loading from multiple data sources. Tradelines, Inquiries, and Public Data*....",150000.0,http://www.indeed.com/cmp/WinCorp-Solutions/jobs/Statistical-Modeler-fab8a044e5080873?r=1&fccid=680a52c4ea9848cc,"Orange, CA",30+ days ago,155000.0,,Statistical Modeler
277,Weight Watchers International,Work closely with our data scientists to help build complex algorithms that provide unique insights into our data....,150000.0,http://www.indeed.com/rc/clk?jk=1e53b23fcd2b7619&fccid=c29a08660ede9319,"New York, NY",30+ days ago,,,Director of Data Engineering
278,Selby Jennings,"Equity Research Analyst – Real Estate – New York, NY Selby Jennings’ client, a Top US Bank, is looking to add an Equity Research Analyst who will be",150000.0,http://www.indeed.com/rc/clk?jk=b668f773cbd9858f&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",30+ days ago,140000.0,160000.0,Equity Research Analyst – Real Estate
